Date,Gold,当日涨跌幅,过去5个交易日的方差（不包含当天）,未来5个交易日的方差（包含当天）,过去15个交易日的方差（不包含当天）,未来15个交易日的方差（包含当天）,过去60个交易日的方差（不包含当天）,未来60个交易日的方差（包含当天）,过去120个交易日的方差（不包含当天）,未来120个交易日的方差（包含当天）,closed
2016-10-07,1258.75,0.00917446385691805,4.46625260326182e-05,2.96258511506702e-05,5.94250214720082e-05,9.2411575591919e-05,,0.000278207788257242,,0.000837854612340448,False
2016-10-08,,,,,,,,,,,True
2016-10-09,,,,,,,,,,,True
2016-10-10,1259.5,0.00891054989415656,5.44282042002478e-05,2.57223843494294e-05,6.52499529467236e-05,9.0339028099923e-05,,0.000279487262825699,,0.000838252617469729,False
2016-10-11,1253.45,-0.00299274584431221,4.26904722016079e-05,3.95958921786782e-05,7.0158924649618e-05,9.10770720454549e-05,,0.000279108999605023,,0.000838386569481979,False
2016-10-12,1256.5,-0.0018434532937453,3.87078183325344e-05,4.40195519600474e-05,6.9935001733042e-05,9.30095949424547e-05,,0.000302118390007306,,0.000862226365555235,False
2016-10-13,1261.05,-0.00364468415461309,4.09914429149025e-05,3.74720014982547e-05,6.66768275672164e-05,0.000103359079390769,,0.000304680775729977,,0.000862753187333362,False
2016-10-14,1251.75,-0.00400249335651726,4.26898481068741e-05,2.63011803237388e-05,6.72595823441002e-05,0.000102139960968836,,0.000304165653967939,,0.000862159058322067,False
2016-10-15,,,,,,,,,,,True
2016-10-16,,,,,,,,,,,True
2016-10-17,1254.8,0.00807009453539328,2.96258511506702e-05,2.85115925986648e-05,6.7937523056365e-05,0.000101123467330632,,0.000307537583107515,,0.000867541719690468,False
2016-10-18,1258.2,0.00838125735198013,2.57223843494294e-05,0.000240908234891687,5.18237380995893e-05,0.00018243448052265,,0.000307165527869217,,0.000868859386631122,False
2016-10-19,1269.05,-0.00400187942515518,3.95958921786782e-05,0.000220016556112999,5.35741015379303e-05,0.000181764065281288,,0.000306187346976071,,0.000868241730806768,False
2016-10-20,1271.65,0.00148030061489405,4.40195519600474e-05,0.000236392577508943,5.19741318077906e-05,0.000184658288828718,,0.000307918048556367,,0.00086990987927124,False
2016-10-21,1266.05,0.00306992609437178,3.74720014982547e-05,0.000233784797684399,3.65658562521527e-05,0.000184907572066262,,0.000308111405788882,,0.000873486681955379,False
2016-10-22,,,,,,,,,,,True
2016-10-23,,,,,,,,,,,True
2016-10-24,1265.55,-0.00448553939825757,2.63011803237388e-05,0.000198384194474223,3.49010295160734e-05,0.00018675215146673,,0.00030736813012704,,0.000872790286739618,False
2016-10-25,1269.4,0.032922881728126,2.85115925986648e-05,2.15677360599871e-05,3.48102014574253e-05,0.000259620540544976,,0.000293633044431269,,0.000916314589869188,False
2016-10-26,1270.5,0.00149603943244995,0.000240908234891687,2.73513996430699e-05,9.5054181527691e-05,0.000259269279193751,,0.000293772636783208,,0.000919424398690722,False
2016-10-27,1266.25,-0.00305050632115236,0.000220016556112999,5.28773918353951e-05,9.42848037789242e-05,0.000258712807665912,,0.000293125793699999,,0.000919255968323348,False
2016-10-28,1273.0,0.00618277025961338,0.000236392577508943,3.46793114283948e-05,9.43259999564575e-05,0.000268761530473173,,0.000293944842768738,,0.000919236534870914,False
2016-10-29,,,,,,,,,,,True
2016-10-30,,,,,,,,,,,True
2016-10-31,1272.0,0.00545505846944839,0.000233784797684399,4.03395508651431e-05,9.2411575591919e-05,0.000268739662353441,,0.00029388660658815,,0.000919427027053067,False
2016-11-01,1288.45,-0.00381965015122686,0.000198384194474223,0.000360637923326997,9.0339028099923e-05,0.000274147930938158,,0.000293352891996641,,0.000918956714715362,False
2016-11-02,1303.75,-0.00419425012128905,2.15677360599871e-05,0.000357020023145926,9.10770720454549e-05,0.00040398186788269,,0.000295183734789833,,0.00091874595039166,False
2016-11-03,1301.0,-0.0110641374216159,2.73513996430699e-05,0.000302818976594392,9.30095949424547e-05,0.000750864423168264,,0.000291728201228749,,0.000919474282645601,False
2016-11-04,1302.8,-0.00243146603098923,5.28773918353951e-05,0.000277004621297082,0.000103359079390769,0.00075240636902891,,0.000291260318089052,,0.000919235889566743,False
2016-11-05,,,,,,,,,,,True
2016-11-06,,,,,,,,,,,True
2016-11-07,1283.05,0.0066908812846491,3.46793114283948e-05,0.000321605854142951,0.000102139960968836,0.000793523093544253,,0.000291179207157559,,0.00092135571695459,False
2016-11-08,1282.35,0.0372832004051147,4.03395508651431e-05,0.000495882665245132,0.000101123467330632,0.000727885193268777,,0.000293453712964538,,0.000912944031095143,False
2016-11-09,1281.4,-0.00340208702019897,0.000360637923326997,0.000455609208634466,0.00018243448052265,0.000727193137308079,,0.000293855579953618,,0.000912756261424868,False
2016-11-10,1267.5,-0.00284730195177958,0.000357020023145926,0.000453798927670015,0.000181764065281288,0.000725516923091086,,0.000386960606382146,,0.000947402484542791,False
2016-11-11,1236.45,0.00601790018268619,0.000302818976594392,0.000454398002222298,0.000184658288828718,0.000733389464924764,,0.000391424159212549,,0.000947648992897119,False
2016-11-12,,,,,,,,,,,True
2016-11-13,,,,,,,,,,,True
2016-11-14,1213.6,-0.0058903419755534,0.000277004621297082,0.000372344331072157,0.000184907572066262,0.000724322696283006,,0.000389577040217206,,0.000946655613760997,False
2016-11-15,1226.95,0.0472330954025635,0.000321605854142951,9.26853566936709e-05,0.00018675215146673,0.000612249321823196,,0.000359493041782522,,0.000941788866764186,False
2016-11-16,1229.2,0.00800328339831714,0.000495882665245132,0.000562617177212078,0.000259620540544976,0.000636152305545741,,0.000376508501689066,,0.000947191969835865,False
2016-11-17,1226.75,-0.00257387156817122,0.000455609208634466,0.00181043643269346,0.000259269279193751,0.00063583047048469,,0.000375943529705839,,0.000946946044498959,False
2016-11-18,1211.0,0.0176262191832748,0.000453798927670015,0.00172207048840948,0.000258712807665912,0.000618644422400486,,0.000388765290075381,,0.00095325983260317,False
2016-11-19,,,,,,,,,,,True
2016-11-20,,,,,,,,,,,True
2016-11-21,1214.25,0.00573065902578797,0.000454398002222298,0.00196360426184359,0.000268761530473173,0.000619042342047319,,0.000393711569169121,,0.000953737472648457,False
2016-11-22,1212.25,-0.00710826210826212,0.000372344331072157,0.00194834119658354,0.000268739662353441,0.000613866163202228,,0.000391074665284661,,0.000952560458720744,False
2016-11-23,1185.35,0.0521082911292522,9.26853566936709e-05,0.00125942504126538,0.000274147930938158,0.000512361980075245,,0.000375985454930187,,0.000957108660374166,False
2016-11-24,1186.1,-0.0643093832244693,0.000562617177212078,0.000214910221925389,0.00040398186788269,0.000195735836696267,,0.00029471586340959,,0.000918237629266954,False
2016-11-25,1187.7,-0.00361426468659356,0.00181043643269346,0.000193767311249115,0.000750864423168264,0.000190302259508531,,0.00029434992107545,,0.000917658203953743,False
2016-11-26,,,,,,,,,,,True
2016-11-27,,,,,,,,,,,True
2016-11-28,1187.0,0.0308619403530839,0.00172207048840948,7.20830822242944e-05,0.00075240636902891,0.000207856609624455,,0.000469901140107251,,0.0009150204728995,False
2016-11-29,1186.55,0.010229997587934,0.00196360426184359,9.0160772305319e-05,0.000793523093544253,0.000211467967716897,,0.000731344368940925,,0.000914854838609533,False
2016-11-30,1178.1,-0.00286516853932579,0.00194834119658354,0.000153044978635352,0.000727885193268777,0.000210924398465664,,0.000730025497538279,,0.000914319843735598,False
2016-12-01,1161.85,-0.00139444475745114,0.00125942504126538,0.000153027041178496,0.000727193137308079,0.00021050185498511,,0.000927303131818713,,0.000998724457783056,False
2016-12-02,1173.5,0.0168695431400481,0.000214910221925389,7.47712952173165e-05,0.000725516923091086,0.000200014264759384,,0.00092580358292585,,0.00100299993129807,False
2016-12-03,,,,,,,,,,,True
2016-12-04,,,,,,,,,,,True
2016-12-05,1162.2,0.000790645416337301,0.000193767311249115,9.40802799726339e-05,0.000733389464924764,0.000201093570246311,,0.000925642598816598,,0.0010030832103986,False
2016-12-06,1172.5,-0.00838530838530832,7.20830822242944e-05,8.61884556650395e-05,0.000724322696283006,0.000195296492806602,0.000253635299594278,0.000924333400085651,,0.0010036750439535,False
2016-12-07,1177.65,-0.0164092529177441,9.0160772305319e-05,0.000224684546789769,0.000612249321823196,0.000177855980961136,0.000247535726484986,0.00123480501634605,,0.00101078559489927,False
2016-12-08,1171.05,-0.00203208708132621,0.000153044978635352,0.000184993457729098,0.000636152305545741,0.000177230372891181,0.000253678898446579,0.00123552670536814,,0.00101056145382951,False
2016-12-09,1163.6,0.00595204192060156,0.000153027041178496,0.0002015570120789,0.00063583047048469,0.000178118032865435,0.000253429722416833,0.00128712802562976,,0.00101126769139719,False
2016-12-10,,,,,,,,,,,True
2016-12-11,,,,,,,,,,,True
2016-12-12,1156.1,0.0062990119752002,7.47712952173165e-05,0.000509057449253285,0.000618644422400486,0.000185646705941229,0.00025362753092448,0.00128994367062173,,0.00101142111278878,False
2016-12-13,1158.55,0.00115345121042052,9.40802799726339e-05,0.00051278650084923,0.000619042342047319,0.000186450747297586,0.000253478513182844,0.00128990262822281,,0.001011541089388,False
2016-12-14,1162.25,0.0354488359349754,8.61884556650395e-05,0.00027240405100022,0.000613866163202228,0.000214019628926945,0.000252882295680457,0.00127374408665035,,0.00116007718399125,False
2016-12-15,1126.95,0.0143291359096829,0.000224684546789769,0.000228314760956698,0.000512361980075245,0.000215753842589739,0.000270376601934522,0.00139427315006895,,0.00130240203938605,False
2016-12-16,1131.6,0.00195312500000005,0.000184993457729098,0.000226774317972556,0.000195735836696267,0.00021648544234991,0.000271864688176055,0.00139422171846514,,0.00130392487171721,False
2016-12-17,,,,,,,,,,,True
2016-12-18,,,,,,,,,,,True
2016-12-19,1136.25,-0.0265961707922776,0.0002015570120789,5.85903884233092e-05,0.000190302259508531,0.000170339575669589,0.000271284568215494,0.00138264083123094,,0.00135135135815028,False
2016-12-20,1125.7,0.0129893287246592,0.000509057449253285,2.0201615144723e-05,0.000207856609624455,0.000161792484563207,0.000280149956171867,0.00138197608193838,,0.00138332237773726,False
2016-12-21,1133.65,-0.00211230417180067,0.00051278650084923,2.89028632599166e-05,0.000211467967716897,0.000160778361056551,0.000281052554462947,0.0013814067625099,,0.00138370204842388,False
2016-12-22,1131.35,0.0063231881894785,0.00027240405100022,7.67893529370523e-06,0.000210924398465664,0.000169632029070777,0.000280161279111083,0.0013891780994337,,0.00142544360886617,False
2016-12-23,,,,,,,,,,,True
2016-12-24,,,,,,,,,,,True
2016-12-25,,,,,,,,,,,True
2016-12-26,,,,,,,,,,,True
2016-12-27,,,,,,,,,,,True
2016-12-28,1134.6,-0.00563623370144135,0.000228314760956698,3.03849835299288e-05,0.00021050185498511,0.000164997675965819,0.000277485938040717,0.00138749271682542,,0.00150292937116918,False
2016-12-29,1145.9,-0.00245440368838573,0.000226774317972556,7.26006102011616e-05,0.000200014264759384,0.000164144734423559,0.000278063272531271,0.00138745283680412,,0.00150530750193918,False
2016-12-30,,,,,,,,,,,True
2016-12-31,,,,,,,,,,,True
2017-01-01,,,,,,,,,,,True
2017-01-02,,,,,,,,,,,True
2017-01-03,1151.0,-0.00267794029688438,5.85903884233092e-05,6.90682789133946e-05,0.000201093570246311,0.000164764258849018,0.000277552230146196,0.00140564502755212,,0.00151175662389913,False
2017-01-04,1164.25,-0.00778279062793889,2.0201615144723e-05,0.000298190414585865,0.000195296492806602,0.000155803837998386,0.000277047188251213,0.00141093476375063,,0.00156544306418087,False
2017-01-05,1176.7,-0.000892906203637687,2.89028632599166e-05,0.00037866319915629,0.000177855980961136,0.000154469921907244,0.000278879030627687,0.00141095271537955,,0.00156526011987132,False
2017-01-06,1175.85,0.00742461948825135,7.67893529370523e-06,0.000408044636769266,0.000177230372891181,0.000158498005808971,0.000278508648425123,0.00141083607821747,,0.00156529597610664,False
2017-01-07,,,,,,,,,,,True
2017-01-08,,,,,,,,,,,True
2017-01-09,1178.5,0.0136206684772966,3.03849835299288e-05,0.000463123233854401,0.000178118032865435,0.000151167209146098,0.000278207788257242,0.00141079486371196,,0.00156478806961793,False
2017-01-10,1189.5,-0.000861732351317643,7.26006102011616e-05,0.00045815730017883,0.000185646705941229,0.000151316492804188,0.000279487262825699,0.00141152280383013,,0.00156499167939899,False
2017-01-11,1178.55,0.0409406374233542,6.90682789133946e-05,4.71600062658542e-05,0.000186450747297586,5.88789660754042e-05,0.000279108999605023,0.00143686889894071,,0.00157170724360806,False
2017-01-12,1205.05,-0.0104863871159845,0.000298190414585865,8.22302627231404e-05,0.000214019628926945,4.85011846027126e-05,0.000302118390007306,0.00143499618916971,,0.00157048028301626,False
2017-01-13,1190.35,-0.00177933615061559,0.00037866319915629,7.96805395314713e-05,0.000215753842589739,4.76279447559978e-05,0.000304680775729977,0.00143425785570826,,0.00157400484033962,False
2017-01-14,,,,,,,,,,,True
2017-01-15,,,,,,,,,,,True
2017-01-16,1203.0,-0.0109309671415652,0.000408044636769266,3.63731582892152e-05,0.00021648544234991,3.4759535394481e-05,0.000304165653967939,0.00144021676572408,,0.00159579292945989,False
2017-01-17,1216.05,0.00263705392046435,0.000463123233854401,4.35986579499805e-05,0.000170339575669589,0.000120420411964528,0.000307537583107515,0.00144247849234796,,0.0015969205394015,False
2017-01-18,1214.75,0.00313235177499935,0.00045815730017883,4.90300081200072e-05,0.000161792484563207,0.000123237321897135,0.000307165527869217,0.00144249333238455,,0.00159703130229973,False
2017-01-19,1196.05,0.0141372086588756,4.71600062658542e-05,2.15600614539004e-05,0.000160778361056551,0.000479485011169536,0.000306187346976071,0.00144531643914359,,0.00161392822320105,False
2017-01-20,1200.55,0.000389752117653113,8.22302627231404e-05,2.92332264634277e-05,0.000169632029070777,0.000504347195383745,0.000307918048556367,0.00145146713549694,,0.00161505124592323,False
2017-01-21,,,,,,,,,,,True
2017-01-22,,,,,,,,,,,True
2017-01-23,1212.85,-0.00122074751305153,7.96805395314713e-05,2.73399997815972e-05,0.000164997675965819,0.000500956803138759,0.000308111405788882,0.00145078618442872,,0.0016148174047832,False
2017-01-24,1216.8,0.0102980184116086,3.63731582892152e-05,6.02692896816874e-06,0.000164144734423559,0.000502555185419644,0.00030736813012704,0.00155393395961286,,0.00161656676164333,False
2017-01-25,1195.0,0.0,4.35986579499805e-05,6.29931378781511e-05,0.000164764258849018,0.000541020105494613,0.000293633044431269,0.0015595193354855,,0.00161741773873093,False
2017-01-26,1189.7,0.00127413127413129,4.90300081200072e-05,6.49837244359323e-05,0.000155803837998386,0.0005431962253739,0.000293772636783208,0.00155999987170569,,0.00161829430462005,False
2017-01-27,1184.85,-0.00398462705176162,2.15600614539004e-05,5.42925976565852e-05,0.000154469921907244,0.000555667865229952,0.000293125793699999,0.00155869857478689,,0.00162889333665397,False
2017-01-28,,,,,,,,,,,True
2017-01-29,,,,,,,,,,,True
2017-01-30,1192.8,0.00240034069351781,2.92332264634277e-05,5.44990045659713e-05,0.000158498005808971,0.000593884814600685,0.000293944842768738,0.00155914306760559,,0.00162886143597366,False
2017-01-31,1212.8,-0.00112005149662054,2.73399997815972e-05,0.000273035244575304,0.000151167209146098,0.000581632909234376,0.00029388660658815,0.0015587354182529,,0.00163100866106954,False
2017-02-01,1203.65,0.0165231736866526,6.02692896816874e-06,0.000268058028324018,0.000151316492804188,0.000630091693918978,0.000293352891996641,0.00155711804743368,,0.00163056759253672,False
2017-02-02,1221.95,-0.00038037276531009,6.29931378781511e-05,0.00106560277844596,5.88789660754042e-05,0.00060942672444854,0.000295183734789833,0.00156176599519595,,0.00163148432677252,False
2017-02-03,1215.2,0.000342465753424634,6.49837244359323e-05,0.00124126552463464,4.85011846027126e-05,0.000616889303504949,0.000291728201228749,0.00156182735611392,,0.00163796773004995,False
2017-02-04,,,,,,,,,,,True
2017-02-05,,,,,,,,,,,True
2017-02-06,1226.75,0.00560437191727855,5.42925976565852e-05,0.00128960062989557,4.76279447559978e-05,0.00119428364558197,0.000291260318089052,0.00156576911404835,,0.0016457717337445,False
2017-02-07,1231.0,0.0392389262252708,5.44990045659713e-05,0.0012684867309962,3.4759535394481e-05,0.00249067775481828,0.000291179207157559,0.00154749649453111,,0.00163746921023078,False
2017-02-08,1242.1,0.01305492532243,0.000273035244575304,0.00132707138874134,0.000120420411964528,0.00249583668419064,0.000293453712964538,0.00154705493076549,,0.00163738102023792,False
2017-02-09,1236.8,0.0794519563577133,0.000268058028324018,0.000322615915325648,0.000123237321897135,0.00298740735892133,0.000293855579953618,0.00152321560223808,,0.00159154658492097,False
2017-02-10,1228.3,-0.0107621129245209,0.00106560277844596,0.000351797539164119,0.000479485011169536,0.00298423430014239,0.000386960606382146,0.00151967846066803,,0.00159013279965018,False
2017-02-11,,,,,,,,,,,True
2017-02-12,,,,,,,,,,,True
2017-02-13,1222.25,0.00111035093819047,0.00124126552463464,0.000477802615348753,0.000504347195383745,0.00298405404090898,0.000391424159212549,0.00151949644124001,,0.0015925818328979,False
2017-02-14,1230.75,0.00529912614833074,0.00128960062989557,0.000474161098513455,0.000500956803138759,0.00298725481823017,0.000389577040217206,0.00153990628679225,,0.00159887643689056,False
2017-02-15,1224.4,0.0368203448006864,0.0012684867309962,0.000531088311811195,0.000502555185419644,0.00407326034316991,0.000359493041782522,0.00153350693520603,,0.0015928617499341,False
2017-02-16,1240.55,-3.22452357663862e-05,0.00132707138874134,0.000467066144641238,0.000541020105494613,0.00406805085637285,0.000376508501689066,0.0015335329077111,,0.00159601474036863,False
2017-02-17,1241.95,0.0355138981447642,0.000322615915325648,0.000422303854144698,0.0005431962253739,0.00424771635351123,0.000375943529705839,0.00153310167612285,,0.00159501527369813,False
2017-02-18,,,,,,,,,,,True
2017-02-19,,,,,,,,,,,True
2017-02-20,1237.3,-0.0116568747534722,0.000351797539164119,0.00211397346328324,0.000555667865229952,0.0042471057027243,0.000388765290075381,0.00152958452032459,,0.00159307123442635,False
2017-02-21,1233.2,0.00627002047996642,0.000477802615348753,0.00694123683678263,0.000593884814600685,0.00423960718461717,0.000393711569169121,0.00152957249906692,,0.0015932286818652,False
2017-02-22,1236.65,0.0413309397570242,0.000474161098513455,0.00664234533827282,0.000581632909234376,0.004093403391515,0.000391074665284661,0.00155423691337313,,0.001611038585293,False
2017-02-23,1247.9,0.0182917050875997,0.000531088311811195,0.0086562386759683,0.000630091693918978,0.00470497465802436,0.000375985454930187,0.00155529995992356,,0.00161292189077469,False
2017-02-24,1253.65,-0.00250991663139666,0.000467066144641238,0.00884289605883694,0.00060942672444854,0.00470942170594179,0.00029471586340959,0.00155459252457749,,0.00161298940170305,False
2017-02-25,,,,,,,,,,,True
2017-02-26,,,,,,,,,,,True
2017-02-27,1257.2,0.111839119022715,0.000422303854144698,0.00413064433271291,0.000616889303504949,0.00366237177554165,0.00029434992107545,0.00136099317199425,,0.0015267971198123,False
2017-02-28,1255.6,-0.117229933614967,0.00211397346328324,0.0023154359353782,0.00119428364558197,0.00283796801150322,0.000469901140107251,0.00111309632808499,,0.00140513696765832,False
2017-03-01,1240.4,0.00500668563443154,0.00694123683678263,0.0045870020142507,0.00249067775481828,0.00283425528030127,0.000731344368940925,0.00111312450348198,,0.00140672903331989,False
2017-03-02,1238.1,-0.10285599959986,0.00664234533827282,0.00367525850042465,0.00249583668419064,0.0021555523170954,0.000730025497538279,0.00108698286626289,,0.00130990442549494,False
2017-03-03,1226.5,0.0126110857130113,0.0086562386759683,0.00496046112020744,0.00298740735892133,0.00214818205660088,0.000927303131818713,0.0010968808218516,,0.00134261761645435,False
2017-03-04,,,,,,,,,,,True
2017-03-05,,,,,,,,,,,True
2017-03-06,1230.95,0.00258770674125137,0.00884289605883694,0.00487071156052178,0.00298423430014239,0.00214939513598703,0.00092580358292585,0.00109726943354769,0.000585444248792178,0.00134254393183242,False
2017-03-07,1216.65,-0.00487649507408105,0.00413064433271291,0.00492929884430421,0.00298405404090898,0.00221208934607592,0.000925642598816598,0.00109987359166486,0.00058166714840691,0.0013735937672929,False
2017-03-08,1209.2,-0.133359086143149,0.0023154359353782,0.000755383326719634,0.00298725481823017,0.000865890242408976,0.000924333400085651,0.000789036458407864,0.000737988019454866,0.0012138301138486,False
2017-03-09,1206.55,-0.00547617228292716,0.0045870020142507,0.0017151883457902,0.00407326034316991,0.000856857691960181,0.00123480501634605,0.000787019846297367,0.000738225074180515,0.00121246455783689,False
2017-03-10,1202.65,0.0580981406546125,0.00367525850042465,0.00155682021776517,0.00406805085637285,0.000687397816805596,0.00123552670536814,0.000744572832636078,0.000764028921069467,0.00120332902500337,False
2017-03-11,,,,,,,,,,,True
2017-03-12,,,,,,,,,,,True
2017-03-13,1204.2,-0.0101417177988358,0.00496046112020744,0.00158355139129544,0.00424771635351123,0.000675747990190132,0.00128712802562976,0.000739448505330692,0.000765247357865738,0.00120102313473211,False
2017-03-14,1204.6,0.00200511058673936,0.00487071156052178,0.00162510149595504,0.0042471057027243,0.000683332587732483,0.00128994367062173,0.000739975698221889,0.000764923340300817,0.00120101731279773,False
2017-03-15,1198.8,0.0133609907876274,0.00492929884430421,0.00167592128761748,0.00423960718461717,0.000850831608476427,0.00128990262822281,0.00106300035060355,0.000765664946691921,0.0012082118801673,False
2017-03-16,1229.35,0.0883082480433474,0.000755383326719634,0.00019112395786648,0.004093403391515,0.000394162095898282,0.00127374408665035,0.00122975214817732,0.00082609931684233,0.0011611168423631,False
2017-03-17,1229.6,0.00305363781200211,0.0017151883457902,0.000191131817911472,0.00470497465802436,0.000393932897083901,0.00139427315006895,0.00123333942520708,0.000825777087692842,0.00116416365640106,False
2017-03-18,,,,,,,,,,,True
2017-03-19,,,,,,,,,,,True
2017-03-20,1232.4,-0.0119138815354071,0.00155682021776517,0.000135614497071099,0.00470942170594179,0.000406405675547618,0.00139422171846514,0.00134263100774345,0.000824537652674908,0.00123362903432228,False
2017-03-21,1241.6,-0.00243111211766135,0.00158355139129544,0.000384620917929934,0.00366237177554165,0.000402266517407396,0.00138264083123094,0.00140793749455675,0.00082453694553844,0.00124574028497341,False
2017-03-22,1249.05,0.00225924894593531,0.00162510149595504,0.000520216503896404,0.00283796801150322,0.000401530140483732,0.00138197608193838,0.00140937011875864,0.000823814346411132,0.00125255484597856,False
2017-03-23,1247.5,0.0256393472823902,0.00167592128761748,0.000383302340259599,0.00283425528030127,0.000404944016595144,0.0013814067625099,0.00148477877839786,0.000826455223329225,0.00125908253799052,False
2017-03-24,1247.5,0.00377745896659182,0.00019112395786648,0.000388421006521001,0.0021555523170954,0.000424955102103062,0.0013891780994337,0.00163850674588437,0.000825983481513193,0.00132161616019537,False
2017-03-25,,,,,,,,,,,True
2017-03-26,,,,,,,,,,,True
2017-03-27,1257.55,-0.00228139323312426,0.000191131817911472,0.000392193286536626,0.00214818205660088,0.000418745755684344,0.00138749271682542,0.00164262075256645,0.000825695806890709,0.00132473473169616,False
2017-03-28,1257.25,-0.0292665793449787,0.000135614497071099,0.00015962124374935,0.00214939513598703,0.000785450943333445,0.00138745283680412,0.00164145398309864,0.000834386378350972,0.00133329565207833,False
2017-03-29,1251.1,0.0256544843383562,0.000384620917929934,0.000703918069368283,0.00221208934607592,0.000779966849066001,0.00140564502755212,0.00174520652332438,0.000838260050422046,0.00138717009046363,False
2017-03-30,1248.8,-0.000989403151078449,0.000520216503896404,0.00066197801662133,0.000865890242408976,0.000780523377570224,0.00141093476375063,0.00174494427200103,0.000838060773572342,0.00139070111401612,False
2017-03-31,1244.85,0.00575077864597562,0.000383302340259599,0.000670823771220477,0.000856857691960181,0.000781173240390422,0.00141095271537955,0.0017450148927062,0.000837854612340448,0.00140862352151767,False
2017-04-01,,,,,,,,,,,True
2017-04-02,,,,,,,,,,,True
2017-04-03,1247.25,-0.00475843932317532,0.000388421006521001,0.00059367174640245,0.000687397816805596,0.000776082216014828,0.00141083607821747,0.00174452324356394,0.000838252617469729,0.00141462431612064,False
2017-04-04,1257.65,-0.0040865434480469,0.000392193286536626,0.000419687089673972,0.000675747990190132,0.000770059815265077,0.00141079486371196,0.00174429287730334,0.000838386569481979,0.00141336049097795,False
2017-04-05,1245.8,0.0575714215240246,0.00015962124374935,0.000125362793512465,0.000683332587732483,0.00057560411528344,0.00141152280383013,0.00173194174310943,0.000862226365555235,0.00139367928603416,False
2017-04-06,1252.5,0.0155464968954404,0.000703918069368283,0.000233968435143395,0.000850831608476427,0.00059107437960703,0.00143686889894071,0.00173040646612944,0.000862753187333362,0.0014076870373781,False
